COM_CODE,UPC,DESCRIP,SIZE,CASE,NITEM
705,7592605020,GENERIC (B/W) SINGLE,1 CT,10,80020
700,7592605021,SUB GENERIC KING CAR,10 PK,1,86010
705,7592605024,GENERIC (B/W) SINGLE,1 CT,10,80020
700,7592605025,GENERIC(WHITE)KING C,10 CT,1,86010
705,7592605026,GENERIC (B/W) SINGLE,1 CT,10,80020
700,7592605027,GENERIC(WHITE)KING C,10 CT,1,86010
705,7592605030,GENERIC (B/W) SINGLE,1 CT,10,80020
700,7592605031,GENERIC(WHITE)KING C,10 CT,1,86010
705,7592605032,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7592605034,GENERIC (B/W) SINGLE,1 CT,10,80020
700,7592605035,GENERIC(WHITE)KING C,10 CT,1,86010
705,7592605036,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7592605046,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7592605048,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7717046537,TOP TOBACCO,.75 OZ,1,90430
700,7994402136,GENERIC(WHITE)KING C,10 CT,1,86010
700,7994402144,GENERIC(WHITE)100 CA,10 CT,1,86220
700,7994436130,GENERIC CARTON,10 PK,1,86010
700,7994436136,GENERIC CARTON,10 PK,1,86010
700,7994436138,GENERIC CARTON,10 PK,1,86220
700,7994436140,GENERIC CARTON,10 PK,1,86220
700,7994436160,GENERIC CARTON,10 PK,1,86010
700,7994436162,GENERIC CARTON,10 PK,1,86220
700,7994436163,GENERIC(WHITE)KING C,10 CT,1,86010
700,7994436166,GENERIC CARTON,10 PK,1,86220
705,7994437130,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7994437136,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7994437138,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7994437140,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7994437150,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7994437160,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7994437162,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7994437163,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7994437166,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7994452136,GENERIC (B/W) SINGLE,1 CT,10,80020
705,7994452144,GENERIC (B/W) SINGLE,1 CT,10,80020
705,8030000003,CIGARETTES SINGLE PA,1 CT,10,86130
705,8030000004,CIGARETTES SINGLE PA,1 CT,10,86130
705,8030000007,CIGARETTES SINGLE PA,1 CT,10,86120
705,8030000008,CIGARETTES SINGLE PA,1 CT,10,86120
700,8030000009,WINSTON SELECT 20[ O,1 CT,1,86100
700,8030000010,WINSTON SELECT 20[ O,1 CT,1,86100
700,8030070313,KING & REG CIGARETTE,10 CT,1,86020
700,8030070413,100'S CARTON CIGARET,10 CT,1,86210
700,8030070713,KING CARTON,10 CT,1,86000
700,8030070813,KING CARTON,10 CT,1,86000
700,8030070913,KING CARTON,10 PK,1,86000
700,8030071013,KING CARTON,10 PK,1,86000
700,8030084613,SUB GENERIC KING CAR,10 CT,1,86030
705,8030084699,CIGARETTES (SINGLE P,1 CT,1,86110
705,8640912345,PARODI AMEZZA,5 EA,20,88700
705,8640912356,PARODI KINGS,5 EA,10,88710
